Figure	Viz1	Viz2
1	2014-11-25_BMSatires1770-1829-dedup-astext-counts-top40.png
2	BMfemalemale.png
3	Bmfemalemalelist.png
4	say-lemma-R.png
5	Bmfemalemalelistsay.png
6	Bmfemalemalelistsay-femgrid.png	Bmfemalemalelistsay-malegrid.png
7	2014-11-25_BMSatires-Fores-17921812-forR-overtotalprints-grid.png
8	BM_histogram.png
9	BM_gender-grid-logx.png
10	BM_genderdecade-grid-logx.png
11	BM_genderdecade-mean-bargrid.png
